,from_territory_id,to_territory_id,n_people
0,3,5.0,1.0
1,3,6.0,1.0
2,3,7.0,1.0
3,3,11.0,1.0
4,3,29.0,1.0
5,3,35.0,4.0
6,3,36.0,2.0
7,3,39.0,7.0
8,3,42.0,1.0
9,3,44.0,2.0
10,3,47.0,1.0
11,3,50.0,1.0
12,3,51.0,1.0
13,3,60.0,1.0
14,3,69.0,1.0
15,3,70.0,1.0
16,3,73.0,3.0
17,3,82.0,1.0
18,3,111.0,1.0
19,3,117.0,1.0
20,3,135.0,1.0
21,3,136.0,1.0
22,3,158.0,1.0
23,3,169.0,1.0
24,3,180.0,1.0
25,3,186.0,2.0
26,3,200.0,1.0
27,3,0.0,92.0
28,4,5.0,1.0
29,4,29.0,1.0
30,4,35.0,3.0
31,4,36.0,1.0
32,4,39.0,5.0
33,4,42.0,1.0
34,4,44.0,1.0
35,4,50.0,1.0
36,4,60.0,1.0
37,4,73.0,2.0
38,4,111.0,1.0
39,4,135.0,1.0
40,4,136.0,1.0
41,4,180.0,1.0
42,4,186.0,1.0
43,4,0.0,59.0
44,5,3.0,1.0
45,5,4.0,1.0
46,5,6.0,2.0
47,5,7.0,3.0
48,5,9.0,2.0
49,5,11.0,2.0
50,5,12.0,2.0
51,5,14.0,1.0
52,5,15.0,2.0
53,5,16.0,2.0
54,5,17.0,1.0
55,5,19.0,2.0
56,5,26.0,1.0
57,5,29.0,5.0
58,5,35.0,16.0
59,5,36.0,7.0
60,5,37.0,1.0
61,5,38.0,1.0
62,5,39.0,27.0
63,5,40.0,1.0
64,5,41.0,1.0
65,5,42.0,5.0
66,5,44.0,6.0
67,5,45.0,1.0
68,5,46.0,1.0
69,5,47.0,2.0
70,5,48.0,2.0
71,5,49.0,1.0
72,5,50.0,3.0
73,5,51.0,3.0
74,5,52.0,1.0
75,5,53.0,1.0
76,5,55.0,1.0
77,5,56.0,1.0
78,5,58.0,2.0
79,5,59.0,2.0
80,5,60.0,4.0
81,5,61.0,1.0
82,5,63.0,1.0
83,5,64.0,1.0
84,5,65.0,1.0
85,5,66.0,1.0
86,5,68.0,1.0
87,5,69.0,2.0
88,5,70.0,2.0
89,5,71.0,1.0
90,5,72.0,1.0
91,5,73.0,10.0
92,5,74.0,1.0
93,5,75.0,1.0
94,5,76.0,1.0
95,5,77.0,1.0
96,5,78.0,2.0
97,5,79.0,2.0
98,5,80.0,2.0
99,5,81.0,1.0
100,5,82.0,3.0
101,5,83.0,1.0
102,5,84.0,1.0
103,5,91.0,2.0
104,5,96.0,1.0
105,5,103.0,1.0
106,5,107.0,1.0
107,5,109.0,2.0
108,5,110.0,1.0
109,5,111.0,4.0
110,5,112.0,1.0
111,5,113.0,1.0
112,5,114.0,1.0
113,5,115.0,1.0
114,5,117.0,2.0
115,5,119.0,1.0
116,5,123.0,1.0
117,5,125.0,1.0
118,5,126.0,2.0
119,5,127.0,1.0
120,5,128.0,1.0
121,5,130.0,1.0
122,5,131.0,1.0
123,5,132.0,1.0
124,5,134.0,1.0
125,5,135.0,4.0
126,5,136.0,5.0
127,5,146.0,1.0
128,5,149.0,1.0
129,5,157.0,1.0
130,5,158.0,3.0
131,5,161.0,1.0
132,5,167.0,1.0
133,5,169.0,2.0
134,5,170.0,1.0
135,5,171.0,1.0
136,5,173.0,1.0
137,5,180.0,4.0
138,5,185.0,1.0
139,5,186.0,8.0
140,5,187.0,1.0
141,5,190.0,1.0
142,5,192.0,1.0
143,5,196.0,1.0
144,5,197.0,1.0
145,5,199.0,1.0
146,5,200.0,2.0
147,5,202.0,1.0
148,5,0.0,357.0
149,6,3.0,1.0
150,6,5.0,2.0
151,6,7.0,1.0
152,6,9.0,1.0
153,6,11.0,1.0
154,6,12.0,1.0
155,6,14.0,1.0
156,6,15.0,1.0
157,6,16.0,1.0
158,6,17.0,1.0
159,6,19.0,1.0
160,6,29.0,2.0
161,6,35.0,8.0
162,6,36.0,4.0
163,6,37.0,1.0
164,6,39.0,13.0
165,6,40.0,1.0
166,6,42.0,2.0
167,6,44.0,3.0
168,6,47.0,1.0
169,6,48.0,1.0
170,6,49.0,1.0
171,6,50.0,1.0
172,6,51.0,1.0
173,6,58.0,1.0
174,6,59.0,1.0
175,6,60.0,2.0
176,6,61.0,1.0
177,6,64.0,1.0
178,6,69.0,1.0
179,6,70.0,1.0
180,6,71.0,1.0
181,6,73.0,5.0
182,6,76.0,1.0
183,6,77.0,1.0
184,6,78.0,1.0
185,6,79.0,1.0
186,6,80.0,1.0
187,6,82.0,1.0
188,6,84.0,1.0
189,6,91.0,1.0
190,6,103.0,1.0
191,6,109.0,1.0
192,6,111.0,2.0
193,6,113.0,1.0
194,6,117.0,1.0
195,6,126.0,1.0
196,6,128.0,1.0
197,6,135.0,2.0
198,6,136.0,2.0
199,6,149.0,1.0
200,6,157.0,1.0
201,6,158.0,1.0
202,6,161.0,1.0
203,6,169.0,1.0
204,6,173.0,1.0
205,6,180.0,2.0
206,6,185.0,1.0
207,6,186.0,4.0
208,6,200.0,1.0
209,6,0.0,134.0
210,7,3.0,1.0
211,7,4.0,1.0
212,7,5.0,3.0
213,7,6.0,2.0
214,7,9.0,1.0
215,7,11.0,2.0
216,7,12.0,1.0
217,7,14.0,1.0
218,7,15.0,1.0
219,7,16.0,1.0
220,7,17.0,1.0
221,7,19.0,1.0
222,7,26.0,1.0
223,7,29.0,4.0
224,7,35.0,13.0
225,7,36.0,6.0
226,7,37.0,1.0
227,7,38.0,1.0
228,7,39.0,23.0
229,7,40.0,1.0
230,7,41.0,1.0
231,7,42.0,4.0
232,7,44.0,5.0
233,7,45.0,1.0
234,7,46.0,1.0
235,7,47.0,2.0
236,7,48.0,1.0
237,7,49.0,1.0
238,7,50.0,2.0
239,7,51.0,2.0
240,7,52.0,1.0
241,7,53.0,1.0
242,7,55.0,1.0
243,7,56.0,1.0
244,7,58.0,1.0
245,7,59.0,1.0
246,7,60.0,4.0
247,7,61.0,1.0
248,7,63.0,1.0
249,7,64.0,1.0
250,7,66.0,1.0
251,7,69.0,2.0
252,7,70.0,2.0
253,7,71.0,1.0
254,7,72.0,1.0
255,7,73.0,9.0
256,7,74.0,1.0
257,7,75.0,1.0
258,7,76.0,1.0
259,7,77.0,1.0
260,7,78.0,2.0
261,7,79.0,1.0
262,7,80.0,1.0
263,7,81.0,1.0
264,7,82.0,2.0
265,7,83.0,1.0
266,7,84.0,1.0
267,7,91.0,2.0
268,7,96.0,1.0
269,7,103.0,1.0
270,7,109.0,1.0
271,7,111.0,3.0
272,7,113.0,1.0
273,7,114.0,1.0
274,7,115.0,1.0
275,7,117.0,2.0
276,7,119.0,1.0
277,7,123.0,1.0
278,7,125.0,1.0
279,7,126.0,1.0
280,7,128.0,1.0
281,7,130.0,1.0
282,7,131.0,1.0
283,7,132.0,1.0
284,7,135.0,4.0
285,7,136.0,4.0
286,7,149.0,1.0
287,7,157.0,1.0
288,7,158.0,2.0
289,7,161.0,1.0
290,7,169.0,2.0
291,7,170.0,1.0
292,7,173.0,1.0
293,7,180.0,4.0
294,7,185.0,1.0
295,7,186.0,7.0
296,7,187.0,1.0
297,7,192.0,1.0
298,7,197.0,1.0
299,7,199.0,1.0
300,7,200.0,2.0
301,7,0.0,493.0
302,8,5.0,1.0
303,8,29.0,1.0
304,8,35.0,3.0
305,8,36.0,1.0
306,8,39.0,5.0
307,8,42.0,1.0
308,8,44.0,1.0
309,8,50.0,1.0
310,8,51.0,1.0
311,8,60.0,1.0
312,8,73.0,2.0
313,8,82.0,1.0
314,8,111.0,1.0
315,8,135.0,1.0
316,8,136.0,1.0
317,8,158.0,1.0
318,8,180.0,1.0
319,8,186.0,2.0
320,8,0.0,57.0
321,9,3.0,1.0
322,9,4.0,1.0
323,9,5.0,2.0
324,9,6.0,1.0
325,9,7.0,1.0
326,9,11.0,1.0
327,9,12.0,1.0
328,9,14.0,1.0
329,9,15.0,1.0
330,9,16.0,1.0
331,9,17.0,1.0
332,9,19.0,1.0
333,9,29.0,3.0
334,9,35.0,9.0
335,9,36.0,4.0
336,9,37.0,1.0
337,9,39.0,16.0
338,9,40.0,1.0
339,9,41.0,1.0
340,9,42.0,3.0
341,9,44.0,3.0
